timestamp,rotationVector_x,rotationVector_y,rotationVector_z,accelerometer_x,accelerometer_y,accelerometer_z,magneticField_x,magneticField_y,magneticField_z,gravity_x,gravity_y,gravity_z,linearAcceleration_x,linearAcceleration_y,linearAcceleration_z,gyroscope_x,gyroscope_y,gyroscope_z
2019-07-01T19:09:27.630Z,-0.012277707,0.0036704382,-0.20254634,-0.023925781,-0.24885559,9.796219,-5.303955,15.771484,-45.5307,-0.021716774,-0.25037608,9.803429,-0.0010177065,-0.0020524561,0.00066280365,-6.1035156e-05,0.0,4.5776367e-05
2019-07-01T19:09:27.832Z,-0.012283904,0.0036773994,-0.20256753,-0.021530151,-0.25125122,9.817749,-5.355835,16.117859,-44.023132,-0.021820422,-0.2505232,9.803426,0.00051845796,-1.8805265e-05,-0.0016307831,0.00024414062,6.1035156e-05,0.00010681152
2019-07-01T19:09:28.039Z,-0.012260265,0.0037059188,-0.20262809,-0.01914978,-0.24406433,9.810577,-5.8410645,16.011047,-43.571472,-0.022446597,-0.25018394,9.803432,-0.0010046661,0.0006278455,0.0019445419,-0.00012207031,0.00012207031,0.00016784668
2019-07-01T19:09:28.238Z,-0.01222359,0.0037175966,-0.20263845,-0.01675415,-0.24885559,9.8033905,-4.576111,15.586853,-43.936157,-0.02281401,-0.24952638,9.803449,-0.00088377856,0.00066109,-0.0020570755,0.00012207031,0.0,0.00016784668
2019-07-01T19:09:28.440Z,-0.012237623,0.0036885173,-0.20257132,-0.026321411,-0.24885559,9.8033905,-5.583191,16.548157,-44.682312,-0.022216884,-0.24967876,9.803446,0.0014049057,0.00036147237,0.001666069,0.0,-4.5776367e-05,4.5776367e-05
2019-07-01T19:09:28.645Z,-0.012249884,0.0036458252,-0.20246829,-0.023925781,-0.25125122,9.812973,-4.8980713,15.872192,-45.602417,-0.02137455,-0.24974236,9.803446,0.0012623202,0.00062924623,-0.0019254684,-0.00018310547,6.1035156e-05,-9.1552734e-05
2019-07-01T19:09:28.846Z,-0.0122568505,0.003654287,-0.20249373,-0.01914978,-0.25125122,9.8033905,-5.7647705,15.945435,-43.740845,-0.021502897,-0.2499103,9.803442,0.00020188093,-0.00013254583,0.001282692,-0.00012207031,-0.00010681152,-0.00033569336
2019-07-01T19:09:29.045Z,-0.012244748,0.0036554916,-0.20249036,-0.021530151,-0.24885559,9.8033905,-5.5984497,16.331482,-45.17975,-0.021574968,-0.24968262,9.803448,0.00051850453,0.0010788739,0.00035762787,-0.00012207031,0.00024414062,-1.5258789e-05
2019-07-01T19:09:29.307Z,-0.012231026,0.003632192,-0.20242321,-0.01914978,-0.25842285,9.800995,-4.423523,15.608215,-45.222473,-0.021199102,-0.24932514,9.803457,0.00061536767,0.00071807206,-0.00023937225,-6.1035156e-05,0.0,0.00035095215
2019-07-01T19:09:29.508Z,-0.012259159,0.0036361204,-0.20244832,-0.028717041,-0.24645996,9.7986145,-5.9661865,16.651917,-42.456055,-0.021156415,-0.2498815,9.803443,0.00057287887,-0.0011188388,0.00015640259,0.0,-4.5776367e-05,0.000289917
2019-07-01T19:09:29.715Z,-0.012251069,0.0036500278,-0.2024797,-0.023925781,-0.25125122,9.793823,-5.9188843,16.308594,-44.86847,-0.021447644,-0.24978204,9.803445,-0.0005707983,0.00068219006,-0.0005226135,0.0,0.00018310547,0.00016784668
2019-07-01T19:09:30.015Z,-0.0122839995,0.0036721488,-0.2025541,-0.023925781,-0.25602722,9.8033905,-5.3375244,16.482544,-43.649292,-0.02172264,-0.25050387,9.803426,-5.1125884e-05,-0.001458466,0.0004453659,-0.00012207031,-4.5776367e-05,4.5776367e-05
