rotationVector_x,rotationVector_y,rotationVector_z,accelerometer_x,accelerometer_y,accelerometer_z,magneticField_x,magneticField_y,magneticField_z,gravity_x,gravity_y,gravity_z,linearAcceleration_x,linearAcceleration_y,linearAcceleration_z,gyroscope_x,gyroscope_y,gyroscope_z
0.010849465,-0.012358683,0.99386567,0.23928833,-0.21534729,9.7986145,2.4993896,-16.574097,-38.616943,0.23799777,-0.2176356,9.801346,-0.00018432736,-0.00078739226,-0.0008163452,-0.00012207031,6.1035156e-05,3.0517578e-05
0.010871319,-0.012375033,0.99386024,0.23928833,-0.21296692,9.796219,2.973938,-15.092468,-37.504578,0.2384687,-0.21789645,9.801329,0.0010063499,-5.207956e-05,0.0001001358,0.0,1.5258789e-05,9.1552734e-05
0.010894698,-0.01238422,0.9938543,0.2368927,-0.21774292,9.8033905,2.458191,-15.933228,-37.197876,0.23895518,-0.21801303,9.801313,0.00030741096,-0.0004235804,-0.0013742447,-6.1035156e-05,-0.00010681152,3.0517578e-05
0.010900588,-0.012359599,0.9938524,0.2416687,-0.21774292,9.8033905,1.9134521,-16.972351,-39.42871,0.23902154,-0.21751578,9.801324,0.00023108721,0.0014685541,0.0008468628,-0.00012207031,1.5258789e-05,0.000289917
0.01090867,-0.01236064,0.99385023,0.23928833,-0.22013855,9.7986145,2.1438599,-15.505981,-38.459778,0.23918524,-0.21751432,9.801319,0.000550881,0.00026735663,-0.000869751,6.1035156e-05,-4.5776367e-05,0.00010681152
0.010906244,-0.012348487,0.9938507,0.2368927,-0.21296692,9.7986145,2.6901245,-15.907288,-38.337708,0.23911138,-0.21728326,9.801327,-0.00032547116,0.00027035177,-0.0008955002,6.1035156e-05,6.1035156e-05,0.00022888184
0.010869389,-0.012288586,0.99385935,0.23449707,-0.21774292,9.7986145,2.5482178,-15.6311035,-37.597656,0.2382498,-0.21621138,9.801372,-0.0023502707,0.00040474534,0.00070762634,0.00012207031,6.1035156e-05,-3.0517578e-05
0.010815248,-0.012281728,0.99387336,0.2368927,-0.21774292,9.8033905,3.2180786,-14.924622,-38.461304,0.23715344,-0.21622299,9.801397,-0.001727879,0.0013786256,0.00016307831,-0.00030517578,6.1035156e-05,-0.0002746582
0.01082572,-0.012279226,0.9938706,0.2368927,-0.20817566,9.796219,3.0090332,-15.882874,-38.874817,0.23735751,-0.21614592,9.801394,0.0006736517,-0.00035971403,0.0015382767,0.0,-0.00022888184,-3.0517578e-05
0.010851509,-0.012284915,0.99386394,0.24406433,-0.22253418,9.808182,2.5878906,-16.348267,-38.876343,0.23788477,-0.21618775,9.80138,0.00015302002,-7.9885125e-05,-0.0005645752,-0.00018310547,-0.00010681152,9.1552734e-05
0.010860758,-0.012356298,0.9938627,0.2368927,-0.21296692,9.791428,2.545166,-15.78064,-37.249756,0.23821853,-0.21755856,9.801342,0.00076682866,-0.002282098,0.0010614395,0.00012207031,-0.00016784668,0.00021362305
