rotationVector_x,rotationVector_y,rotationVector_z,accelerometer_x,accelerometer_y,accelerometer_z,magneticField_x,magneticField_y,magneticField_z,gravity_x,gravity_y,gravity_z,linearAcceleration_x,linearAcceleration_y,linearAcceleration_z,gyroscope_x,gyroscope_y,gyroscope_z
-0.015234591,0.0037068473,-0.7336182,0.17468262,-0.26081848,9.839294,-14.781189,0.43640137,-36.65924,0.1698122,-0.2563361,9.801829,0.00030352175,0.0013000071,-0.0029211044,-0.00018310547,0.0004272461,3.0517578e-05
-0.015257976,0.00369632,-0.733638,0.18185425,-0.25842285,9.796219,-14.663696,1.3244629,-37.013245,0.17029643,-0.2564911,9.801816,0.0024161786,0.0005352497,0.0031490326,-0.00018310547,0.0004272461,3.0517578e-05
-0.015273685,0.0037435305,-0.73372364,0.18185425,-0.26081848,9.882355,-14.665222,1.248169,-36.878967,0.16992594,-0.25735813,9.801801,0.0022739172,2.8580427e-05,0.0018281937,-0.00018310547,0.00036621094,0.0002593994
-0.015305531,0.0036648249,-0.73366475,0.16270447,-0.26081848,9.800995,-14.486694,1.6983032,-37.097168,0.17141055,-0.25666454,9.801792,0.0039783567,0.0018438101,-0.008835793,-0.00018310547,0.00030517578,-4.5776367e-05
-0.015307267,0.0036690333,-0.73367286,0.16989136,-0.2632141,9.796219,-13.499451,0.76446533,-39.59198,0.17138253,-0.25674617,9.801791,0.0018434078,3.5256147e-05,0.001282692,0.0,0.00048828125,-9.1552734e-05
-0.015260393,0.003659509,-0.73359233,0.16989136,-0.26081848,9.7986145,-15.031433,0.58288574,-38.583374,0.1708045,-0.25600514,9.80182,0.0009773225,0.001689285,0.0011606216,-0.00012207031,0.0004272461,0.0001373291
-0.015254517,0.003681729,-0.7336135,0.17228699,-0.25842285,9.7986145,-15.72876,1.0391235,-37.783813,0.17043185,-0.25624126,9.801821,0.0013557225,0.000482589,-0.000664711,-0.00018310547,0.00061035156,-9.1552734e-05
-0.015271451,0.003689154,-0.7336479,0.17706299,-0.2536316,9.810577,-15.582275,0.68359375,-37.78534,0.17058957,-0.25656494,9.801808,0.0023985952,-0.00015538931,-0.001244545,-0.00018310547,0.00048828125,-0.00015258789
-0.015280631,0.003705986,-0.73368365,0.17228699,-0.25602722,9.796219,-15.087891,0.93536377,-37.680054,0.17051092,-0.2569204,9.8018,0.0017504543,-2.9534101e-05,0.0010786057,-0.00012207031,0.00061035156,-9.1552734e-05
-0.0152574405,0.0037269867,-0.7336781,0.17228699,-0.25602722,9.8033905,-14.758301,0.7965088,-35.90851,0.1698953,-0.25691515,9.801812,0.00020441413,0.00045374036,0.0011930466,-0.00018310547,0.0004272461,0.0001373291
