rotationVector.y,rotationVector.x,magneticField.y,rotationVector.z,gravity.y,magneticField.z,linearAcceleration.y,gyroscope.y,gravity.x,gyroscope.z,gyroscope.x,magneticField.x,linearAcceleration.z,accelerometer.z,accelerometer.x,accelerometer.y,gravity.z,linearAcceleration.x
0.0037270011,-0.012130355,16.737366,-0.20261271,-0.24777284,-43.347168,-0.000114902854,-0.00010681152,-0.023371765,9.1552734e-05,0.0,-5.8883667,-0.00035953522,9.8033905,-0.03111267,-0.25125122,9.803492,0.0001637619
0.0037368073,-0.012122686,16.027832,-0.20263378,-0.24766506,-44.33136,-2.9057264e-06,1.5258789e-05,-0.023585249,3.0517578e-05,0.0,-5.685425,-0.0007200241,9.7986145,-0.026321411,-0.24885559,9.803494,-0.00082905777
0.0037702052,-0.012124654,15.655518,-0.20272052,-0.24783768,-44.177246,-0.00031718612,7.6293945e-05,-0.024196858,-9.1552734e-05,0.00012207031,-5.781555,-0.0011100769,9.8033905,-0.0143585205,-0.25602722,9.803488,-0.000691833
0.0037048608,-0.012131372,15.727234,-0.20255645,-0.24770308,-44.73419,-0.00020499527,-9.1552734e-05,-0.022956768,0.00021362305,0.00012207031,-4.736328,0.00021266937,9.7986145,-0.01914978,-0.24885559,9.803494,0.0023713857
0.0037018731,-0.012131312,16.4917,-0.20254876,-0.2476899,-43.50128,-0.00045645237,7.6293945e-05,-0.022901574,1.5258789e-05,6.1035156e-05,-5.1757812,0.0004529953,9.7986145,-0.01914978,-0.24645996,9.803495,0.00016524643
0.0037175615,-0.012131904,16.114807,-0.20258933,-0.24776454,-43.42041,-0.0008547753,-0.00010681152,-0.023190245,0.00021362305,0.00018310547,-5.3512573,-1.9073486e-05,9.7986145,-0.01914978,-0.24885559,9.803493,-0.0004921332
0.0036951597,-0.012113903,16.200256,-0.20252222,-0.24732831,-44.16046,0.00086401403,-3.0517578e-05,-0.022848517,3.0517578e-05,6.1035156e-05,-5.2749634,0.00030231476,9.7986145,-0.023925781,-0.25602722,9.803504,0.00011252053
0.0037050815,-0.012138166,16.285706,-0.20256065,-0.24783455,-44.18335,-0.0014933795,-0.00015258789,-0.02293294,0.0002746582,0.00018310547,-6.1553955,0.00035953522,9.8033905,-0.01914978,-0.24406433,9.803492,-0.0005197562
0.0036993532,-0.012160075,15.960693,-0.20255767,-0.24823238,-44.422913,-0.0013160408,1.5258789e-05,-0.022736628,9.1552734e-05,0.0,-5.607605,0.0018320084,9.8033905,-0.026321411,-0.25602722,9.803481,3.2614917e-06
0.0036979162,-0.012167595,15.605164,-0.202558,-0.24837111,-43.522644,5.1259995e-06,-4.5776367e-05,-0.022679059,9.1552734e-05,0.0,-5.3741455,-0.0018186569,9.7986145,-0.01914978,-0.23928833,9.803478,0.00018772483
0.0036860728,-0.012182207,16.21399,-0.20253542,-0.24860412,-44.543457,-0.0004851371,7.6293945e-05,-0.02239928,-3.0517578e-05,-0.00012207031,-5.116272,0.00071048737,9.8033905,-0.026321411,-0.2536316,9.8034725,0.0006259326
0.0036983357,-0.012187758,15.585327,-0.20256986,-0.24876022,-44.236755,0.0001591593,-4.5776367e-05,-0.022603983,-9.1552734e-05,-6.1035156e-05,-4.660034,-0.0,9.805786,-0.026321411,-0.25125122,9.803469,-0.00013066828
0.0037022675,-0.012190967,15.411377,-0.20258166,-0.24883772,-44.854736,0.0002629906,1.5258789e-05,-0.022663746,-3.0517578e-05,0.0,-5.152893,0.00207901,9.812973,-0.01914978,-0.24645996,9.803467,-6.8506226e-05
0.0036825247,-0.012199726,17.048645,-0.20253567,-0.24892645,-42.695618,-0.00086434186,-0.00015258789,-0.022261463,0.00033569336,6.1035156e-05,-5.46875,-0.0008583069,9.805786,-0.023925781,-0.25125122,9.803465,0.00024536438
0.0036871599,-0.0121762715,16.098022,-0.20253503,-0.24849446,-44.119263,0.00085765123,-0.00010681152,-0.022443838,0.00015258789,0.0,-6.806946,0.00022125244,9.805786,-0.01914978,-0.24645996,9.803475,-0.00076219626
0.0036624128,-0.012190595,15.464783,-0.20247917,-0.24866998,-44.714355,-0.0006157607,0.0001373291,-0.021925846,3.0517578e-05,0.00012207031,-6.517029,0.0011119843,9.8033905,-0.01914978,-0.2536316,9.8034725,0.0011013802
0.0036760068,-0.012242704,15.644836,-0.20254192,-0.24972595,-43.914795,-0.0015039444,1.5258789e-05,-0.021963932,0.00021362305,-6.1035156e-05,-4.812622,-0.00040340424,9.800995,-0.021530151,-0.2536316,9.803445,0.0009086784
0.0036829547,-0.012204648,16.149902,-0.20253941,-0.24902274,-43.885803,0.0016289204,-4.5776367e-05,-0.022249216,3.0517578e-05,0.0,-4.8721313,0.0005264282,9.812973,-0.023925781,-0.26081848,9.803462,-0.0007280689
0.0036744715,-0.012240135,15.811157,-0.20253661,-0.24967042,-43.247986,-0.0013042837,-4.5776367e-05,-0.02194601,-9.1552734e-05,6.1035156e-05,-5.5252075,0.00035095215,9.8033905,-0.021530151,-0.2536316,9.803447,0.00041870214
0.0036845203,-0.0122561185,15.393066,-0.20257095,-0.25001803,-44.87915,-0.00023427606,1.5258789e-05,-0.022066722,-0.00010681152,-0.00012207031,-6.5216064,0.0004005432,9.812973,-0.023925781,-0.25125122,9.803438,-0.00019253232
0.0037264468,-0.012230884,16.049194,-0.20266508,-0.2497022,-44.340515,0.00063718855,-0.00010681152,-0.022948183,-3.0517578e-05,0.0,-5.3619385,-0.00021076202,9.808182,-0.021530151,-0.24645996,9.803443,-0.0019357111
0.0037096443,-0.012186742,16.143799,-0.20259833,-0.24878629,-44.636536,0.0021001548,1.5258789e-05,-0.022817962,0.00021362305,-0.00012207031,-5.038452,-0.0012578964,9.8033905,-0.028717041,-0.2416687,9.803467,-0.00014486723
0.0037689735,-0.012163627,14.949036,-0.20273821,-0.24858156,-44.1391,0.00068442523,-0.00010681152,-0.024013724,0.00015258789,6.1035156e-05,-6.536865,-0.0016298294,9.808182,-0.01675415,-0.24645996,9.80347,-0.0023079626
0.0037265436,-0.012123237,16.020203,-0.20260774,-0.24763425,-44.703674,0.0018903166,-0.00010681152,-0.023392532,3.0517578e-05,-0.00012207031,-5.848694,0.00018405914,9.800995,-0.021530151,-0.24406433,9.803495,0.0004279483
0.0037192975,-0.012158229,15.715027,-0.20260786,-0.24827737,-44.380188,-0.0015346855,-0.00015258789,-0.023114262,0.00015258789,0.00018310547,-6.022644,0.00043582916,9.808182,-0.023925781,-0.25842285,9.80348,0.00062325783
0.003743076,-0.012154053,16.644287,-0.20266664,-0.24829306,-44.377136,-5.7563186e-05,0.0001373291,-0.02357261,0.00033569336,-0.00012207031,-5.1757812,0.0009317398,9.8033905,-0.028717041,-0.2536316,9.803478,-0.0010687485
0.003759838,-0.012193499,15.180969,-0.20273076,-0.24911864,-45.07599,-0.0018774122,-0.00010681152,-0.023721365,0.00015258789,0.00012207031,-6.452942,-0.00049972534,9.800995,-0.01914978,-0.25125122,9.803456,-0.00044750795
0.003734298,-0.012210015,15.403748,-0.20267406,-0.24933292,-43.800354,-0.00045882165,-0.00010681152,-0.023179648,0.00021362305,6.1035156e-05,-5.1452637,0.0011005402,9.810577,-0.028717041,-0.23928833,9.8034525,0.000690531
0.003726333,-0.012185717,16.841125,-0.20264061,-0.2488339,-44.277954,0.00097577274,-0.00010681152,-0.023131792,-3.0517578e-05,6.1035156e-05,-6.614685,0.00089645386,9.805786,-0.01914978,-0.24645996,9.803465,0.00015541539
0.003724446,-0.0121659525,15.049744,-0.2026252,-0.24844651,-44.029236,0.00033140182,1.5258789e-05,-0.023178035,-0.00015258789,0.0,-5.003357,-0.001004219,9.8033905,-0.03111267,-0.24645996,9.803474,-0.00051668845
0.0037235492,-0.012173006,16.156006,-0.20262668,-0.24857843,-44.866943,-1.6108155e-05,-4.5776367e-05,-0.023132402,0.0001373291,-6.1035156e-05,-4.878235,-0.0005044937,9.810577,-0.01675415,-0.24645996,9.803472,0.00015424192
0.0036999627,-0.012190663,15.849304,-0.20257558,-0.24882261,-45.4422,-0.00025831163,0.0002593994,-0.022622231,9.1552734e-05,-0.00012207031,-5.2200317,0.00014400482,9.796219,-0.028717041,-0.24406433,9.803468,0.0010937899
0.0037237555,-0.012148334,15.5685425,-0.20261401,-0.24810524,-44.981384,0.0019067526,1.5258789e-05,-0.02323765,0.00015258789,-0.00012207031,-4.9865723,-6.198883e-05,9.800995,-0.01914978,-0.25125122,9.803485,-0.0006865077
0.0037431812,-0.012153844,15.737915,-0.2026668,-0.24828948,-44.6167,0.00014577806,-0.00021362305,-0.023575421,9.1552734e-05,-6.1035156e-05,-5.7006836,-0.0017871857,9.805786,-0.023925781,-0.24406433,9.803478,-0.0010680221
0.0037313206,-0.0121571645,16.661072,-0.20263813,-0.2483054,-43.736267,0.00017479062,-0.00015258789,-0.023341713,0.00015258789,-6.1035156e-05,-5.973816,0.0010375977,9.808182,-0.01914978,-0.25602722,9.803478,-0.00011030957
