timestamp,rotationVector_x,rotationVector_y,rotationVector_z,accelerometer_x,accelerometer_y,accelerometer_z,magneticField_x,magneticField_y,magneticField_z,gravity_x,gravity_y,gravity_z,linearAcceleration_x,linearAcceleration_y,linearAcceleration_z,gyroscope_x,gyroscope_y,gyroscope_z
2019-07-01T19:43:23.193Z,-0.05411982,0.013174481,-0.98280215,0.9954071,-0.43788147,9.750748,-9.564209,-13.949585,-35.507202,0.9977202,-0.4408341,9.7458,0.00027537346,-0.00020104647,9.250641e-05,-0.00018310547,0.00012207031,-0.00015258789
2019-07-01T19:43:23.393Z,-0.054101124,0.0131687,-0.9827954,0.99302673,-0.43310547,9.757935,-10.194397,-13.702393,-35.279846,0.99736136,-0.44070283,9.745843,-0.0009185672,0.0012906492,-0.0023269653,-0.00018310547,-0.00022888184,0.00019836426
2019-07-01T19:43:23.592Z,-0.054105893,0.013111185,-0.9827943,1.0001984,-0.4355011,9.74118,-9.819031,-13.879395,-37.446594,0.99764824,-0.4396201,9.745862,5.942583e-05,0.002569586,-0.00137043,-6.1035156e-05,-0.00010681152,0.00019836426
2019-07-01T19:43:23.796Z,-0.05411443,0.013106368,-0.982797,1.0001984,-0.44267273,9.755539,-10.902405,-13.235474,-35.684204,0.9978369,-0.43953896,9.745847,0.00021034479,0.0012408197,-0.0018558502,-0.00024414062,0.00012207031,7.6293945e-05
2019-07-01T19:43:23.997Z,-0.054140814,0.013141767,-0.9828078,0.99780273,-0.4402771,9.765106,-10.403442,-12.683105,-36.64856,0.99825287,-0.4402396,9.745771,0.00077933073,-0.0006931126,-0.00058555603,-6.1035156e-05,-4.5776367e-05,7.6293945e-05
2019-07-01T19:43:24.204Z,-0.054110844,0.013144397,-0.9827976,0.99302673,-0.43788147,9.750748,-10.890198,-12.635803,-37.52594,0.9976383,-0.44025433,9.745834,-0.0007478595,0.00052294135,-8.392334e-05,-6.1035156e-05,0.00024414062,3.0517578e-05
2019-07-01T19:43:24.395Z,-0.054097194,0.013113261,-0.98279136,0.9954071,-0.4402771,9.750748,-9.872437,-13.606262,-35.575867,0.9974655,-0.43964916,9.745879,-2.2649765e-05,0.0013167858,-0.0015058517,-0.00012207031,6.1035156e-05,0.00019836426
2019-07-01T19:43:24.606Z,-0.054124486,0.013105362,-0.9828004,1.0049896,-0.46420288,9.745972,-10.435486,-13.720703,-34.97162,0.99804336,-0.43953165,9.745825,0.001505971,0.0004864335,0.00075149536,0.00048828125,-0.001159668,-0.0016937256
2019-07-01T19:43:24.803Z,-0.05428631,0.013071639,-0.9828546,0.9690857,-0.42114258,9.765106,-10.404968,-14.579773,-36.732483,1.0014266,-0.4390817,9.745499,0.0009847879,-0.0035476387,-0.0001707077,0.00048828125,0.00018310547,0.00019836426
2019-07-01T19:43:25.015Z,-0.054070987,0.01290507,-0.9827722,1.036087,-0.49771118,9.78186,-10.505676,-13.354492,-35.725403,0.9976261,-0.4356791,9.74604,-0.0052324533,0.006924212,0.0004453659,-0.0007324219,0.00093078613,0.0015563965
2019-07-01T19:43:25.210Z,-0.05421615,0.013176496,-0.9828355,1.0193481,-0.44267273,9.755539,-10.983276,-14.910889,-36.62567,0.99966127,-0.4409846,9.745594,0.0066851377,-0.0059923828,-0.0026082993,-0.0005493164,-0.00018310547,0.0002593994
2019-07-01T19:43:25.424Z,-0.05410018,0.013084325,-0.982791,1.0073853,-0.40438843,9.748352,-9.968567,-13.824463,-36.37085,0.9976218,-0.43910515,9.745888,-0.0041338205,0.0051303506,0.0042085648,-0.00012207031,6.1035156e-05,1.5258789e-05
2019-07-01T19:43:25.617Z,-0.05405631,0.013010927,-0.9827723,1.0073853,-0.42591858,9.757935,-10.220337,-14.059448,-36.483765,0.9969783,-0.43766478,9.746017,-0.0012976527,0.0024808645,-0.0005598068,0.00012207031,-4.5776367e-05,0.00019836426
2019-07-01T19:43:25.823Z,-0.05406556,0.013044993,-0.9827771,1.0001984,-0.44506836,9.748352,-9.887695,-13.972473,-35.421753,0.9970523,-0.43832028,9.745981,0.0009627938,-0.0013834536,0.0010471344,0.0,0.00024414062,-0.00010681152
2019-07-01T19:43:26.022Z,-0.054089982,0.013081111,-0.9827873,0.99780273,-0.44506836,9.745972,-11.228943,-13.404846,-35.6308,0.9974262,-0.43903235,9.745911,0.0010583997,-0.0016307533,-0.00011920929,6.1035156e-05,0.0,0.0001373291
2019-07-01T19:43:26.228Z,-0.054090418,0.013074409,-0.98278713,1.002594,-0.44506836,9.793823,-11.1831665,-14.051819,-36.141968,0.9974573,-0.43890607,9.7459135,-0.0005568862,0.0001154542,-0.0015010834,6.1035156e-05,-6.1035156e-05,-3.0517578e-05
2019-07-01T19:43:26.437Z,-0.054110695,0.013136363,-0.98279715,1.0001984,-0.43310547,9.753143,-10.623169,-14.161682,-36.035156,0.9976618,-0.4401021,9.745838,0.0005045533,-0.0020628273,-0.0016460419,-0.00024414062,1.5258789e-05,0.0001373291
2019-07-01T19:43:26.635Z,-0.0540633,0.013126437,-0.98278034,0.99302673,-0.43788147,9.750748,-10.131836,-13.983154,-36.01837,0.9967366,-0.43985865,9.745944,-0.0013149381,0.0010885298,0.0025758743,-6.1035156e-05,0.0001373291,1.5258789e-05
2019-07-01T19:43:26.834Z,-0.054067537,0.0131343445,-0.9827822,0.99302673,-0.43788147,9.76033,-10.066223,-14.042664,-37.316895,0.9967961,-0.4400133,9.745932,0.0003375411,-0.00021257997,-0.0010089874,0.0,-0.00018310547,0.0002593994
2019-07-01T19:43:27.039Z,-0.054061484,0.013121158,-0.98277944,1.0001984,-0.4402771,9.750748,-11.009216,-13.748169,-36.2381,0.9967174,-0.43975663,9.745951,-0.0009301901,0.00092610717,-0.0016031265,-0.00012207031,1.5258789e-05,0.0001373291
2019-07-01T19:43:27.238Z,-0.054034464,0.013144075,-0.9827712,0.99780273,-0.43788147,9.736389,-10.0997925,-13.179016,-36.23352,0.9960952,-0.44015846,9.745996,-0.0009407997,-0.00027954578,0.0032548904,-6.1035156e-05,0.0,-9.1552734e-05
2019-07-01T19:43:27.443Z,-0.05403767,0.013129106,-0.9827716,1.002594,-0.44267273,9.753143,-9.443665,-12.918091,-35.905457,0.9962097,-0.439879,9.745997,0.00018751621,0.0008519292,-0.0010232925,-0.00018310547,7.6293945e-05,7.6293945e-05
2019-07-01T19:43:27.647Z,-0.054057363,0.013151061,-0.98277944,0.99302673,-0.43310547,9.750748,-10.299683,-13.989258,-36.543274,0.99653494,-0.4403176,9.745944,0.0007967949,0.00011238456,0.0004491806,-0.00030517578,-4.5776367e-05,0.00019836426
2019-07-01T19:43:27.849Z,-0.054050993,0.013096712,-0.9827746,1.0073853,-0.44984436,9.750748,-10.928345,-13.8168335,-35.876465,0.9965863,-0.4392817,9.745985,-0.00017625093,0.0028881729,-0.0006380081,6.1035156e-05,-6.1035156e-05,0.00038146973
2019-07-01T19:43:28.054Z,-0.054042954,0.01308919,-0.98277146,0.99780273,-0.4402771,9.738785,-9.997559,-12.812805,-35.560608,0.99644876,-0.43912992,9.746006,0.00038260221,0.00037023425,0.0013084412,-0.00012207031,0.00019836426,7.6293945e-05
