rotationVector.y,rotationVector.x,magneticField.y,rotationVector.z,gravity.y,magneticField.z,linearAcceleration.y,gyroscope.y,gravity.x,gyroscope.z,gyroscope.x,magneticField.x,linearAcceleration.z,accelerometer.z,accelerometer.x,accelerometer.y,gravity.z,linearAcceleration.x
0.0036501484,-0.012277943,15.765381,-0.20249438,-0.2502989,-42.25464,-7.2717667e-06,-6.1035156e-05,-0.021339454,-0.0001373291,-4.5776367e-05,-6.083679,0.00034999847,9.784256,-0.023925781,-0.25125122,9.8034315,-0.00090924464
0.0036703672,-0.012263807,15.779114,-0.20253873,-0.25010872,-41.95862,-0.00018003583,-1.5258789e-05,-0.02177259,-0.0001373291,7.6293945e-05,-5.8395386,0.0013580322,9.805786,-0.01675415,-0.2536316,9.803436,-0.00071876496
0.0036487214,-0.012299311,15.226746,-0.20250215,-0.25070372,-41.111755,-0.0007776618,4.5776367e-05,-0.021225179,0.00036621094,-4.5776367e-05,-5.293274,-0.00021076202,9.810577,-0.01914978,-0.2536316,9.803422,0.00088510476
0.0036152692,-0.012299692,14.334106,-0.20241646,-0.2505764,-41.95862,1.2725592e-05,-6.1035156e-05,-0.02060314,-1.5258789e-05,1.5258789e-05,-5.657959,-0.0022182465,9.805786,-0.01675415,-0.25125122,9.803427,0.0014509242
0.0036291152,-0.012311362,15.885925,-0.20245825,-0.2508563,-42.633057,7.1406364e-05,4.5776367e-05,-0.020812014,0.00036621094,-0.000289917,-5.4367065,0.0006017685,9.791428,-0.023925781,-0.2416687,9.803418,-2.797693e-06
0.0036447486,-0.012242741,15.698242,-0.2024617,-0.24960075,-41.864014,0.003131166,-1.5258789e-05,-0.021383919,0.00010681152,1.5258789e-05,-4.876709,0.001036644,9.8033905,-0.023925781,-0.24645996,9.803449,-0.001352502
0.0036330675,-0.012252481,16.221619,-0.20243692,-0.2497409,-42.367554,-0.0008059889,-0.00012207031,-0.02112722,0.0004119873,7.6293945e-05,-4.6966553,-0.00026988983,9.810577,-0.021530151,-0.25602722,9.803447,0.0003131479
0.0036108694,-0.012253079,14.830017,-0.20238025,-0.24966307,-41.098022,8.329749e-05,-1.5258789e-05,-0.020712974,0.00024414062,7.6293945e-05,-5.7922363,0.0004606247,9.7986145,-0.01675415,-0.24885559,9.80345,0.00061656535
0.0035882003,-0.012280309,15.943909,-0.2023366,-0.2500951,-42.010498,-0.00092092156,4.5776367e-05,-0.020180643,0.00024414062,-0.00010681152,-5.5892944,-0.00017166138,9.800995,-0.026321411,-0.2536316,9.80344,0.0010301396
0.0035963154,-0.012306673,16.261292,-0.20237152,-0.2506343,-42.219543,-0.0006393194,4.5776367e-05,-0.02022291,0.00036621094,-0.00010681152,-6.303406,-0.0010671616,9.808182,-0.011962891,-0.24645996,9.803427,-0.0001188647
0.0036187056,-0.012283151,15.496826,-0.20241645,-0.2502724,-42.726135,0.00067201257,0.00010681152,-0.020734824,0.00030517578,0.0001373291,-6.9015503,-0.00039577484,9.8033905,-0.026321411,-0.24406433,9.803433,-0.0005687345
0.003650622,-0.012251699,14.852905,-0.20248157,-0.24979654,-42.08374,0.0006656647,4.5776367e-05,-0.021456072,-1.5258789e-05,-4.5776367e-05,-5.558777,-0.00026607513,9.7986145,-0.021530151,-0.24885559,9.803444,-0.0010380577
0.0036783072,-0.012237146,15.249634,-0.20254485,-0.24962841,-42.503357,0.0009833574,0.00016784668,-0.022029446,0.00030517578,-4.5776367e-05,-6.187439,-0.00017166138,9.805786,-0.023925781,-0.25125122,9.803447,-0.00046497397
0.0036812876,-0.012235444,15.882874,-0.2025516,-0.24960774,-41.656494,0.00046674907,-0.00018310547,-0.022091731,4.5776367e-05,-0.00016784668,-5.3482056,-0.00058841705,9.810577,-0.0143585205,-0.25842285,9.803448,6.9646165e-05
0.0036419271,-0.012276015,16.0141,-0.20247225,-0.25022876,-42.521667,-0.0010643303,-1.5258789e-05,-0.021194883,0.00010681152,-4.5776367e-05,-5.671692,-6.580353e-05,9.7986145,-0.01914978,-0.2536316,9.803434,0.0008513704
0.0036114913,-0.012290385,15.672302,-0.20240179,-0.25038236,-42.15393,-0.00064474344,4.5776367e-05,-0.020571297,0.00010681152,1.5258789e-05,-5.281067,0.001704216,9.8033905,-0.021530151,-0.25602722,9.8034315,0.0016640127
0.0035696179,-0.012279383,16.175842,-0.20228839,-0.25000262,-41.070557,0.0011411458,-6.1035156e-05,-0.019839732,0.00010681152,1.5258789e-05,-5.252075,0.0011396408,9.8033905,-0.011962891,-0.2536316,9.803443,0.0014066473
0.0035496342,-0.012282528,16.152954,-0.20223877,-0.24998274,-41.93268,-5.3152442e-05,-0.00012207031,-0.01945612,0.00024414062,-0.00016784668,-4.6157837,0.0012369156,9.7986145,-0.01914978,-0.25125122,9.803444,0.0005512517
0.0035332772,-0.012307704,15.875244,-0.2022102,-0.2504008,-42.103577,9.4771385e-05,-1.5258789e-05,-0.01904938,0.00030517578,-0.00016784668,-5.5145264,-0.0020370483,9.805786,-0.021530151,-0.24885559,9.803434,0.00014251284
0.0035591917,-0.012303552,15.39917,-0.20227453,-0.2504251,-43.2724,-0.000120043755,0.00016784668,-0.01954712,0.00036621094,7.6293945e-05,-5.142212,0.00039196014,9.796219,-0.01675415,-0.2536316,9.803432,-0.0005495716
0.0035844115,-0.012336726,15.629578,-0.20235701,-0.25116384,-42.63153,-0.0005801022,4.5776367e-05,-0.019878693,0.00010681152,-0.00022888184,-4.8843384,-0.0006875992,9.796219,-0.023925781,-0.2536316,9.803412,-0.00046283193
0.0036238246,-0.012345741,15.687561,-0.20246305,-0.25149557,-42.866516,-0.00024995208,4.5776367e-05,-0.020572634,0.00024414062,-0.00016784668,-6.251526,-0.00012874603,9.805786,-0.01675415,-0.2536316,9.803403,-0.00095925666
0.0036254071,-0.012298789,16.534424,-0.202442,-0.25059983,-43.699646,0.0021983087,0.00010681152,-0.020794895,4.5776367e-05,-4.5776367e-05,-5.657959,0.00023365021,9.796219,-0.0143585205,-0.25125122,9.803426,-0.0002638083
0.0036350742,-0.012324378,15.638733,-0.20248051,-0.2511304,-42.666626,-0.00086691976,-1.5258789e-05,-0.020869052,0.00024414062,-0.00010681152,-5.8502197,-0.0007982254,9.8033905,-0.021530151,-0.25125122,9.8034115,5.365722e-05
